DOCNUM_ID,PEOPLE,STKCOD,DOCNUM,DOCDAT,TRNQTY,STKDES,NETVAL
1518,ต-018,MOBIL 10W-40,IV1811048,11/8/2018,5.0,น้ำมันเครื่อง Mobil 10w-40/s2000-10000โล,
1518,ต-018,S555,IV1811048,11/8/2018,1.0,กรองเครื่อง,
1518,ต-018,S-RING,IV1811048,11/8/2018,1.0,แหวนรองน็อตน้ำมันเครื่อง,
1518,ต-018,M-04-01-0009,IV1811048,11/8/2018,1.0,เช็ครั่วหลัง ซ้าย,
1519,ต-018,S-LAMP-02,IV1811062,11/12/2018,1.0,หลอดไฟเลี้ยว-ซ้าย,
1519,ต-018,S-LAMP-11,IV1811062,11/12/2018,1.0,ไฟหัวเก๋ง,
1519,ต-018,M-SERVICE-01,IV1811062,11/12/2018,1.0,ค่าบริการ,
1520,ต-018,S555TY0011-11138,IV1811081,11/15/2018,1.0,แร๊กซ์ทั้งราว,
1520,ต-018,S-SHOCK DUST COVER01,IV1811081,11/15/2018,1.0,ยางรัดแร็ค,
1520,ต-018,P-POWER ATF,IV1811081,11/15/2018,1.0,น้ำมันเพาเวอร์,
1520,ต-018,SBREAKPAD-02,IV1811081,11/15/2018,1.0,ผ้าเบรคหน้า,
1520,ต-018,S555BM0062-2490,IV1811081,11/15/2018,2.0,จานเบรคหน้า,
1520,ต-018,S-SHOESBREAK,IV1811081,11/15/2018,1.0,ก้ามเบรคหลัง,
1520,ต-018,M-05-01-0003,IV1811081,11/15/2018,2.0,เจียรจานดั้มเบรคล้อหลัง ขวา-ซ้าย,
1520,ต-018,SBEARING CENTER-03,IV1811081,11/15/2018,3.0,ยอยกากบาท,
1520,ต-018,S555IS00ISUZU-90-912,IV1811081,11/15/2018,1.0,ยางเพลากลาง,
1520,ต-018,S-UP BALL JOINT-01,IV1811081,11/15/2018,2.0,ลูกหมากบน,
1520,ต-018,S-LOW BALL JOINT-01,IV1811081,11/15/2018,2.0,ลูกหมากล่าง,
1520,ต-018,SZZZ-05-06,IV1811081,11/15/2018,2.0,ยางกันโคลง-หน้า,
1520,ต-018,S-STABILIZER-01,IV1811081,11/15/2018,2.0,ลูกหมากกันโคลงหน้า,
1520,ต-018,S-ARM BUSHING-05,IV1811081,11/15/2018,4.0,บูชปีกนกบน,
1520,ต-018,S-ARM BUSHING-01,IV1811081,11/15/2018,2.0,บูชปีกนกล่าง-เล็ก,
1520,ต-018,S-ARM BUSHING-02,IV1811081,11/15/2018,2.0,บูชปีกนกล่าง-ใหญ่,
1520,ต-018,MAX-WHEEL-16,IV1811081,11/15/2018,2.0,น๊อตลูกเบี้ยว,
1520,ต-018,S-SHOCK-F-00,IV1811081,11/15/2018,1.0,โช้คหน้า,
1520,ต-018,SRBITY48680-14010,IV1811081,11/15/2018,2.0,เบ้าโช้คหน้า,
1520,ต-018,S-LAMP-08,IV1811081,11/15/2018,1.0,กรอบไฟหลัง ขวา,
1520,ต-018,S-LAMP-13,IV1811081,11/15/2018,1.0,หลอดไฟหรี่หน้าซ้าย,
1520,ต-018,M-SERVICE-01,IV1811081,11/15/2018,1.0,ค่าบริการ,
1520,ต-018,M-08-02-0002,IV1811081,11/15/2018,1.0,ตั้งศูนย์,
1520,ต-018,M-01-01-RL,IV1811081,11/15/2018,1.0,ปะสติมยางหลัง ซ้าย,
1521,ต-018,M-SERVICE-01,IV1811093,11/17/2018,1.0,ทำผ้าใบข้างรถ 2 ข้าง,
1521,ต-018,M-05-01-0001,IV1811093,11/17/2018,2.0,เจียรจานประชิดล้อหน้า ขวา-ซ้าย,
1521,ต-018,S-FUEL FILTER-01,IV1811093,11/17/2018,1.0,กรองโซล่า,
1521,ต-018,SBEARING-FL,IV1811093,11/17/2018,1.0,ลูกปืนล้อหน้า-ซ้าย,
1521,ต-018,SSEAL-FR,IV1811093,11/17/2018,1.0,ซีลล้อหน้า-ซ้าย,
1521,ต-018,S-CLUTCH-02,IV1811093,11/17/2018,1.0,แผ่นครัช,
1521,ต-018,S-CLUTCH-01,IV1811093,11/17/2018,1.0,หวีครัช,
1521,ต-018,S-CLUTCH-03,IV1811093,11/17/2018,1.0,ลูกปืนครัช,
1521,ต-018,S-CLUTCH-04,IV1811093,11/17/2018,1.0,ลูกปืนปลายเกียร์,
1521,ต-018,MOBIL 4WD,IV1811093,11/17/2018,3.0,น้ำมันเกียร์,
1521,ต-018,M-SERVICE-01,IV1811093,11/17/2018,1.0,ค่าบริการ,
1522,ต-018,M-07-01-0002,IV1811097,11/19/2018,2.0,เช็คเบรคล้อหลัง-พร้อมล้างทำความสะอาด,
1522,ต-018,MOBIL 10W-30,IV1811097,11/19/2018,7.0,น้ำมันเครื่อง Mobil 10w-30/s2000-10000โล (1x7L),
1522,ต-018,S555,IV1811097,11/19/2018,1.0,กรองเครื่อง,
1522,ต-018,S-FUEL FILTER-01,IV1811097,11/19/2018,1.0,กรองโซล่า,
1522,ต-018,S-UP BALL JOINT-01,IV1811097,11/19/2018,2.0,ลูกหมากบน,
1522,ต-018,M-SERVICE-01,IV1811097,11/19/2018,1.0,ค่าบริการ,
1522,ต-018,M-08-02-0002,IV1811097,11/19/2018,1.0,ตั้งศูนย์,
1523,ต-018,PERTAMINA10R30,IV1812010,12/3/2018,7.0,"น้ำมันเครื่อง 10W30 PERTAMINA  10,000โล",
1523,ต-018,S555,IV1812010,12/3/2018,1.0,กรองเครื่อง,
1524,ต-018,M-SERVICE-01,IV1812018,12/4/2018,1.0,ค่าบริการซ่อมไดร์,
1524,ต-018,S-TIMING BELT-04,IV1812018,12/4/2018,1.0,ลูกรอกไดร์ชาร์ต,
1524,ต-018,B-3K-HB145L,IV1812018,12/4/2018,1.0,แบตเตอรี่ 3K HYBRID HB145L,
1524,ต-018,41-00-06-00,IV1812018,12/4/2018,1.0,เทิร์นแบตเตอรี่เก่า,
1524,ต-018,ล-001,IV1812018,12/4/2018,1.0,ล้างตู้แว๊กน้ำยาแอร์ ,
1524,ต-018,ล-002,IV1812018,12/4/2018,1.0,น้ำมันคอม,
1524,ต-018,S-LAMP-02,IV1812018,12/4/2018,1.0,หลอดไฟเลี้ยว-หลังซ้าย,
1524,ต-018,M-SERVICE-01,IV1812018,12/4/2018,1.0,ค่าบริการ+ยกหน้าครัช,
1525,ต-018,T2057015R611BS00,IV1812074,12/14/2018,4.0,ยางนอก BS 205/70-15 R611,
1525,ต-018,M-01-01-01014,IV1812074,12/14/2018,4.0,จุ๊บเติมลม,
1525,ต-018,41-00-05-00,IV1812074,12/14/2018,4.0,เทิร์นยางเก่า,
1525,ต-018,S-CLUTCH-02,IV1812074,12/14/2018,1.0,แผ่นครัช,
1525,ต-018,S-CLUTCH-01,IV1812074,12/14/2018,1.0,หวีครัช,
1525,ต-018,S-CLUTCH-03,IV1812074,12/14/2018,1.0,ลูกปืนครัช,
1525,ต-018,S-CLUTCH-04,IV1812074,12/14/2018,1.0,ลูกปืนปลายเกียร์,
1525,ต-018,AISIN,IV1812074,12/14/2018,3.0,น้ำมันเกียร์,
1525,ต-018,เจียรไฟวิน,IV1812074,12/14/2018,1.0,เจียรไฟวิน,
1525,ต-018,S-CLUTCH-08,IV1812074,12/14/2018,1.0,แม่ปั๊มครัชล่าง,
1525,ต-018,SBREAK-FLUID,IV1812074,12/14/2018,1.0,น้ำมันเบรค,
1525,ต-018,M-SERVICE-01,IV1812074,12/14/2018,1.0,ค่าบริการ,
1526,ต-018,T2157015R611BS00,IV1812080,12/15/2018,4.0,ยางนอก BS 215 / 70 -15 R611,
1526,ต-018,M-01-01-01014,IV1812080,12/15/2018,4.0,จุ๊บเติมลม,
1526,ต-018,41-00-05-00,IV1812080,12/15/2018,4.0,เทิร์นยางเก่า,
1526,ต-018,SWIPER-BLADE-01,IV1812080,12/15/2018,1.0,ก้านปัดน้ำฝน,
1526,ต-018,S-LAMP-12,IV1812080,12/15/2018,1.0,กรอบป้ายทะเบียน,
1526,ต-018,M-SERVICE-01,IV1812080,12/15/2018,1.0,ค่าบริการขัดฝากระโปรงหน้ารถ,
1527,ต-018,M-SERVICE-01,IV1812107,12/21/2018,1.0,ค่าบริการทำฝาสีกระโปรงหน้า,
1527,ต-018,M-SERVICE-01,IV1812107,12/21/2018,1.0,หักเคลม 50%,
1528,ต-018,T2157015R611BS00,IV1901045,1/14/2019,2.0,ยางนอก BS 215 / 70 -15 R611,
1528,ต-018,M-01-01-01014,IV1901045,1/14/2019,2.0,จุ๊บเติมลม,
1528,ต-018,M-08-02-0002,IV1901045,1/14/2019,1.0,ตั้งศูนย์,
1528,ต-018,MOBIL 10W-30,IV1901045,1/14/2019,7.0,น้ำมันเครื่อง Mobil 10w-30/s2000-10000โล (1x7L),
1528,ต-018,S555,IV1901045,1/14/2019,1.0,กรองเครื่อง,
1528,ต-018,S-RING,IV1901045,1/14/2019,1.0,แหวนรองน็อตน้ำมันเครื่อง,
1528,ต-018,P-DISTILLED WATER,IV1901045,1/14/2019,1.0,น้ำกลั่น,
1528,ต-018,M-SERVICE-01,IV1901045,1/14/2019,1.0,ค่าบริการเชื่อมเบาะพนักพิงหลังขวา,
1529,ต-018,TOTAL DESEL,IV1901047,1/15/2019,6.0,เติมน้ำมันเครื่อง 10W-40 TOTAL DESEL,
1529,ต-018,P-DISTILLED WATER,IV1901047,1/15/2019,1.0,น้ำกลั่น,
1529,ต-018,SBREAK-FLUID,IV1901047,1/15/2019,1.0,น้ำมันเบรค,
1529,ต-018,S555ZZZ42-407,IV1901047,1/15/2019,1.0,กิ๊ปกระป๋องปัดน้ำฝน,
1530,ต-018,SBREAKPAD-02,IV1901050,1/15/2019,1.0,ผ้าเบรคหน้า,
1530,ต-018,S555BM0062-2490,IV1901050,1/15/2019,1.0,จานเบรคหน้า-ขวา,
1530,ต-018,M-05-01-0001,IV1901050,1/15/2019,1.0,เจียรจานประชิดล้อหน้า -ซ้าย,
1530,ต-018,SBREAK-FLUID,IV1901050,1/15/2019,1.0,น้ำมันเบรค,
1530,ต-018,M-SERVICE-01,IV1901050,1/15/2019,1.0,ไล่ลมเบรค,
1530,ต-018,P-POWER ATF,IV1901050,1/15/2019,2.0,น้ำมันเพาเวอร์,
1530,ต-018,S-BELT-02,IV1901050,1/15/2019,1.0,สายพานเครื่อง,
1530,ต-018,S-SHOCK-R-00,IV1901050,1/15/2019,1.0,โช้คหลัง,
1530,ต-018,MOBIL 10W-30,IV1901050,1/15/2019,1.0,เติมน้ำมันเครื่อง Mobil 10w-30/s2000-10000โล ,
1530,ต-018,P-DISTILLED WATER,IV1901050,1/15/2019,1.0,น้ำกลั่น,
1530,ต-018,S555ZZZ42-407,IV1901050,1/15/2019,1.0,กิ๊ปล๊อคกระป๋องปัดน้ำฝน,
1530,ต-018,M-SERVICE-01,IV1901050,1/15/2019,1.0,ค่าบริการ,
1531,ต-018,S555FDPISTONRANGER,IV1901052,1/15/2019,4.0,เปลี่ยนลูกสูบ,
1531,ต-018,S555FDPISTONRANGER,IV1901052,1/15/2019,1.0,เปลี่ยนแหวนลูกสูบ,
1531,ต-018,M-SERVICE-01,IV1901052,1/15/2019,1.0,ชาร์ปอก,
1531,ต-018,M-SERVICE-01,IV1901052,1/15/2019,1.0,ชาร์ปก้าน,
1531,ต-018,M-SERVICE-01,IV1901052,1/15/2019,1.0,ชาร์ปกัญรุญ,
1531,ต-018,M-08-04-0006,IV1901052,1/15/2019,1.0,เปลี่ยนประเก็นชุดใหญ่,
1531,ต-018,M-08-04-0006,IV1901052,1/15/2019,1.0,เปลี่ยนประเก็นฝาสูบ,
1531,ต-018,S-TIMING BELT-01,IV1901052,1/15/2019,1.0,สายพานราวลิ้น,
1531,ต-018,S-TIMING BELT-06,IV1901052,1/15/2019,1.0,ลูกรอกราวลิ้น,
1531,ต-018,S-AIR FILTER-02,IV1901052,1/15/2019,1.0,กรองอากาศ,
1531,ต-018,S-FUEL FILTER-01,IV1901052,1/15/2019,1.0,กรองโซล่า,
1531,ต-018,S555ZZZZWP GWT-48A,IV1901052,1/15/2019,1.0,ปั๊มน้ำ,
1531,ต-018,S-CLUTCH-02,IV1901052,1/15/2019,1.0,แผ่นครัช,
1531,ต-018,S-CLUTCH-01,IV1901052,1/15/2019,1.0,หวีครัช,
1531,ต-018,SWIPER-BLADE-01,IV1901052,1/15/2019,3.0,ก้านสูบ,
1531,ต-018,เจียรไฟวิน,IV1901052,1/15/2019,1.0,เจียรข้อเหวียง,
1531,ต-018,S555ZZZZ65-1042,IV1901052,1/15/2019,2.0,เปลี่ยนปลอกสูบ,
1531,ต-018,M-SERVICE-01,IV1901052,1/15/2019,1.0,ค่าเจียรบ่า+เจียรวาล์ว+ดัดหลอดวาล์ว+ปรับวาล์ว,
1531,ต-018,MOBIL 10W-30,IV1901052,1/15/2019,7.0,น้ำมันเครื่อง Mobil 10w-30/s2000-10000โล (1x7L),
1531,ต-018,M-SERVICE-01,IV1901052,1/15/2019,1.0,ค่าบริการ,
1531,ต-018,M-SERVICE-01,IV1901052,1/15/2019,1.0,ค่าบริการซ่อมไดร์,
1531,ต-018,P-DISTILLED WATER,IV1901052,1/15/2019,1.0,น้ำกลั่น,
1531,ต-018,M-SERVICE-01,IV1901052,1/15/2019,1.0,ค่าบริการลากรถ ฟรี,
1532,ต-018,T2157015R611BS00,IV1901053,1/15/2019,2.0,ยางนอก BS 215 / 70 -15 R611  คู่หน้า,
1532,ต-018,M-01-01-01014,IV1901053,1/15/2019,2.0,จุ๊บเติมลม,
1532,ต-018,M-08-02-0002,IV1901053,1/15/2019,1.0,ตั้งศูนย์,
1532,ต-018,MOBIL 10W-30,IV1901053,1/15/2019,7.0,น้ำมันเครื่อง Mobil 10w-30/s2000-10000โล (1x7L),
1532,ต-018,S555,IV1901053,1/15/2019,1.0,กรองเครื่อง,
1532,ต-018,S-BELT-02,IV1901053,1/15/2019,1.0,สายพานเครื่อง,
1532,ต-018,S555NS0091-0031,IV1901053,1/15/2019,1.0,ยางฝาวาวล์ ,
1532,ต-018,S-SPARK-PLUGS-05,IV1901053,1/15/2019,4.0,ยางรองเบ้าฝาวาว์ล,
1532,ต-018,S555HD0091-0004,IV1901053,1/15/2019,4.0,ยางรองฝาวาวล์,
1532,ต-018,S555MS00กป 12V,IV1901053,1/15/2019,1.0,กระปุกเวกก้ำ,
1532,ต-018,S555MS00CK MB-012643,IV1901053,1/15/2019,2.0,สายเวกก้ำ,
1532,ต-018,S-GLUE-01,IV1901053,1/15/2019,1.0,กาวดำ,
1532,ต-018,P-PETRO,IV1901053,1/15/2019,1.0,น้ำมันเบนซิลล้าง,
1532,ต-018,S-AIR HOSE-01,IV1901053,1/15/2019,1.0,ท่อระบายอากาศ,
1532,ต-018,S-AIR HOSE-01,IV1901053,1/15/2019,1.0,ท่ออากาศ,
1532,ต-018,14-10-09-01,IV1901053,1/15/2019,4.0,เข็มขัดรัด,
1532,ต-018,M-SERVICE-01,IV1901053,1/15/2019,1.0,ค่าบริการ,
1532,ต-018,S-TIMING BELT-04,IV1901053,1/15/2019,1.0,ลูกรอกไดร์,
1532,ต-018,M-SERVICE-01,IV1901053,1/15/2019,1.0,ค่าซ่อมไดร์,
1532,ต-018,B-3K-ADX2500L,IV1901053,1/15/2019,1.0,แบตเตอรี่ 3K ADX2500L,
1532,ต-018,41-00-06-00,IV1901053,1/15/2019,1.0,เทิร์นแบตเตอรี่เก่า,
1533,ต-018,MOBIL 10W-30,IV1901080,1/21/2019,7.0,น้ำมันเครื่อง Mobil 10w-30/s2000-10000โล (1x7L),
1533,ต-018,S555,IV1901080,1/21/2019,1.0,กรองเครื่อง,
1533,ต-018,VALVOLINE 85W90,IV1901080,1/21/2019,3.0,น้ำมันเกียร์ ,
1533,ต-018,VALVOLINE,IV1901080,1/21/2019,3.0,น้ำมันเฟืองท้าย ,
1533,ต-018,M-SERVICE-01,IV1901080,1/21/2019,1.0,ค่าบริการ,
1534,ต-018,PERTAMINA10R30,IV1901084,1/22/2019,7.0,"น้ำมันเครื่อง 10W30 PERTAMINA  10,000โล",
1534,ต-018,S555,IV1901084,1/22/2019,1.0,กรองเครื่อง,
1534,ต-018,S-RING,IV1901084,1/22/2019,1.0,แหวนรองน็อตน้ำมันเครื่อง,
1534,ต-018,S-AIR FILTER-03,IV1901084,1/22/2019,1.0,กรองแอร์,
1534,ต-018,P-DISTILLED WATER,IV1901084,1/22/2019,1.0,น้ำกลั่น,
1534,ต-018,SBREAK-FLUID,IV1901084,1/22/2019,1.0,น้ำมันเบรค,
1534,ต-018,M-SERVICE-01,IV1901084,1/22/2019,1.0,ไล่ลมเบรค,
1534,ต-018,P-POWER ATF,IV1901084,1/22/2019,2.0,น้ำมันเพาเวอร์,
1534,ต-018,SCOOLANT,IV1901084,1/22/2019,1.0,น้ำยา Cooland gallon,
1534,ต-018,AISIN,IV1901084,1/22/2019,3.0,น้ำมันเกียร์,
1534,ต-018,AMCO-เฟืองท้าย,IV1901084,1/22/2019,3.0,น้ำมันเฟืองท้าย,
1534,ต-018,S555NS0091-0031,IV1901084,1/22/2019,1.0,ยางฝาวาวล์ ,
1534,ต-018,S-SPARK-PLUGS-05,IV1901084,1/22/2019,4.0,ยางรองเบ้าฝาวาว์ล,
1534,ต-018,S555HD0091-0004,IV1901084,1/22/2019,4.0,ยางรองฝาวาวล์,
1534,ต-018,S-GLUE-01,IV1901084,1/22/2019,1.0,กาวดำ,
1534,ต-018,P-PETRO,IV1901084,1/22/2019,1.0,น้ำมันเบนซิลล้าง,
1534,ต-018,S555MS00CK MB-012643,IV1901084,1/22/2019,1.0,เวกก้ำ,
1534,ต-018,S555MS00CK MB-012643,IV1901084,1/22/2019,2.0,สายเวกก้ำ,
1534,ต-018,SBREAKPAD-02,IV1901084,1/22/2019,1.0,ผ้าเบรคหน้า,
1534,ต-018,M-05-01-0001,IV1901084,1/22/2019,2.0,เจียรจานประชิดล้อหน้า ขวา-ซ้าย,
1534,ต-018,S-SHOESBREAK,IV1901084,1/22/2019,1.0,ก้ามเบรคหลัง,
1534,ต-018,M-05-01-0003,IV1901084,1/22/2019,2.0,เจียรจานดั้มเบรคล้อหลัง ขวา-ซ้าย,
1534,ต-018,M-SERVICE-01,IV1901084,1/22/2019,1.0,ค่าบริการ,
1535,ต-018,PERTAMINA10R30,IV1901092,1/23/2019,7.0,"น้ำมันเครื่อง 10W30 PERTAMINA  10,000โล",
1535,ต-018,S555,IV1901092,1/23/2019,1.0,กรองเครื่อง,
1535,ต-018,S-RING,IV1901092,1/23/2019,1.0,แหวนรองน็อตน้ำมันเครื่อง,
1535,ต-018,P-DISTILLED WATER,IV1901092,1/23/2019,1.0,น้ำกลั่น,
1535,ต-018,AISIN,IV1901092,1/23/2019,3.0,น้ำมันเกียร์,
1535,ต-018,AMCO-เฟืองท้าย,IV1901092,1/23/2019,3.0,น้ำมันเฟืองท้าย,
1535,ต-018,SBREAK-FLUID,IV1901092,1/23/2019,1.0,น้ำมันเบรค,
1535,ต-018,SWIPER-BLADE-01,IV1901092,1/23/2019,1.0,ก้านปัดน้ำฝน,
1535,ต-018,S555NS0091-0031,IV1901092,1/23/2019,1.0,ยางฝาวาวล์ ,
1535,ต-018,S-SPARK-PLUGS-05,IV1901092,1/23/2019,4.0,ยางรองเบ้าฝาวาว์ล,
1535,ต-018,S555HD0091-0004,IV1901092,1/23/2019,4.0,ยางรองฝาวาวล์,
1535,ต-018,S-GLUE-01,IV1901092,1/23/2019,1.0,กาวดำ,
1535,ต-018,P-PETRO,IV1901092,1/23/2019,1.0,น้ำมันเบนซิลล้าง,
1535,ต-018,M-SERVICE-01,IV1901092,1/23/2019,1.0,ค่าบริการ,
1536,ต-018,S-SPARK-PLUGS-01,IV1901096,1/24/2019,4.0,หัวเทียน,
1536,ต-018,M-SERVICE-01,IV1901096,1/24/2019,1.0,ค่าบริการ,
1536,ต-018,M-SERVICE-01,IV1901096,1/24/2019,1.0,ล้างทำความสะอาดไดร์สตาร์ท,
1536,ต-018,M-SERVICE-01,IV1901096,1/24/2019,1.0,ล้างปีกผีเสื้อ,
1537,ห-002,T2156515L627BS,RN1601150001,1/19/2016,1.0,ยางนอก BS 195-14 L677,
1538,ห-002,TBS82516/12MRBS,RR1512040003,12/4/2015,8.0,ยางนอก BS 750R/14 R156 เรเดียล,
1539,ห-002,T1956016EP15BS000,RN1602100001,2/10/2016,2.0,ยางนอก BS 195/60-15 EP200,
1540,ห-002,T2157015R611BS00,RN1602150002,2/15/2016,1.0,ยางนอก BS 215 / 70 -15 R611,
1541,ห-002,T2157015R611BS00,RN1602150004,2/15/2016,4.0,ยางนอก BS 215 / 70 -15 R611,
1542,ห-002,T10002016BS00,RR160528002,6/29/2016,1.0,ยางนอก BS 1000-20/16 LM,
1543,ห-002,T100020DSTONE,RR160426004,7/1/2016,4.0,ยางนอก 1000-20 D-STONE,
1544,ห-002,T1856015TZ700FS,RR160811002,8/12/2016,1.0,ยางนอก FS 185/60-15 TZ700,
1545,ห-002,T9002014R172BS,RR160820001,8/22/2016,6.0,ยางนอก BS 900-20 / 14 R156,
1546,ห-002,T1856015TZ700FS,RN160919004,9/20/2016,1.0,ยางนอก FS 185/60-15 TZ700,
1547,ห-002,T8251616MAXXIS,RR170204003,2/7/2017,4.0,ยางนอก MAXXIS 750/16/14 MA265เรเดียล,
1548,ห-002,T10002016R157BS00,RR170331001,4/3/2017,6.0,ยางนอก BS 1000 -20 / 16 R156,
1548,ห-002,TIN100020,RR170331001,4/3/2017,6.0,ยางใน BS 1000-20,
1549,ห-002,T9002012HMBS00,RR170411002,4/19/2017,6.0,ยางนอก BS 900-20 / 12 HM,
1549,ห-002,TIN90020,RR170411002,4/19/2017,6.0,ยางใน BS 900-20,
1550,ห-002,T70075082516BS00,RR170429001,5/2/2017,4.0,ยางรอง BS 700/750/825-16,
1551,ห-002,S555DISBERCH-F,RN171117003,11/20/2017,1.0,ผ้าดิสเบรคหน้า,
1552,ห-002,S555DISBERCH-F,RN171120004,11/22/2017,1.0,ผ้าดิสเบรคหน้า,
1553,ห-002,S-STABILIZER-01,RN171128003,11/29/2017,2.0,ลูกหมากกันโคลง,
1554,ห-002,T82516R210,RR171202003,12/8/2017,6.0,ยางนอก BS เรเดียล 825/16 R210,
1554,ห-002,TBS 82516,RR171202003,12/8/2017,6.0,ยางใน BS 825/16,
1554,ห-002,T65070075082516BS00,RR171202003,12/8/2017,6.0,ยางรอง BS 650/700/750/825-16,
1555,ห-002,T100020DSTONE,RN171207003,12/8/2017,2.0,ยางนอก 1000-20 D108,
1556,ห-002,SHOCK-F,RN171209002,12/9/2017,2.0,โช๊ค F,
1557,ห-002,T7001610MRBS00,RR171209001,12/9/2017,2.0,ยางนอก BS 700-16 / 10 MR,
1557,ห-002,T65070016BS00,RR171209001,12/9/2017,2.0,ยางใน BS 650/700-16,
1557,ห-002,T65070075082516BS00,RR171209001,12/9/2017,2.0,ยางรอง BS 650/700/750/825-16,
1558,ห-002,S-STABILIZER-01,RN171214005,12/16/2017,2.0,ลูกหมากกันโคลง,
1559,ห-002,53-04-07-00,RN171214006,12/16/2017,1.0,ค่าอะไหล่,
1560,ห-002,T1956015EP300,RR171213014,12/16/2017,1.0,ยางนอก BS 195/60-15 EP300,
1561,ห-002,T1956015F01,RR171214001,12/16/2017,4.0,ยางนอก BS 195/60-15 F01,
1562,ห-002,T1856514EP150BS,RN171217002,12/18/2017,1.0,ยางนอก BS 185/65-14 EP150,
1563,ห-002,S555DISPER,RN171222003,12/23/2017,1.0,ผ้าดิสเบรคหลัง,
1564,ห-002,T2054517MY02BS00,RR180104001,1/6/2018,1.0,ยางนอก BS 205  /45 -17 MY02,
1565,ห-002,T75016R156BS00,RN180112002,1/15/2018,2.0,ยางนอก BS 750R16 R156,
1565,ห-002,T75016BS,RN180112002,1/15/2018,1.0,ยางใน BS 750-16,
1565,ห-002,T65070075082516BS00,RN180112002,1/15/2018,2.0,ยางรอง BS 650/700/750/825-16,
1566,ห-002,T75016BS,RN180112003,1/15/2018,1.0,ยางใน BS 750-16,
1567,ห-002,M-08-02-0002,RN180112004,1/15/2018,1.0,ตั้งศูนย์,
1568,ห-002,T1122.5R157BS00,RN180123001,1/24/2018,1.0,ยางนอก BS 11R22.5 R156,
1569,ห-002,T8251612MRBS00,RR180120001,1/24/2018,2.0,ยางนอก BS 825-16 / 14 MR,
1569,ห-002,T75016BS,RR180120001,1/24/2018,2.0,ยางใน BS 825-16,
1569,ห-002,T65070075082516BS00,RR180120001,1/24/2018,2.0,ยางรอง BS 650/700/750/825-16,
1570,ห-002,T2656517EP850BS00,RR180125001,1/25/2018,3.0,ยางนอก BS 265 / 65-17 Ecopia EP850,
1571,ห-002,T75016R156BS00,RR180126001,1/26/2018,2.0,ยางนอก BS 750R16 R156,
1571,ห-002,T75016BS,RR180126001,1/26/2018,2.0,ยางใน BS 750-16,
1571,ห-002,T65070075082516BS00,RR180126001,1/26/2018,2.0,ยางรอง BS 650/700/750/825-16,
1572,ห-002,M-08-02-0002,RN180126002,1/27/2018,1.0,ตั้งศูนย์,
1573,ห-002,T2656517EP850BS00,RR180126004,1/27/2018,1.0,ยางนอก BS 265 / 65-17 Ecopia EP850,
1574,ห-002,T2257514XCD2ML00,RN180127006,2/1/2018,1.0,ยางนอก ML 225/75-14 XCD2,
1575,ห-002,M-SERVICE-01,PN180131001,2/1/2018,1.0,ค่าบริการ,
1576,ห-002,T1122.5R157BS00,RR180206001,2/8/2018,2.0,ยางนอก BS 11R22.5 R157,
1577,ห-002,T2553518RE003BS,HP180209001,2/10/2018,1.0,ยางนอก BS 255/35-18 RE003,
1578,ห-002,M-08-02-0002,PN180213001,2/13/2018,1.0,ตั้งศูนย์,
1579,ห-002,T2656517EP850BS00,RR180220004,2/21/2018,4.0,ยางนอก BS 265 / 65-17 Ecopia EP850,
1580,ห-002,T2657016EP850BS00,RR180219003,2/21/2018,2.0,ยางนอก BS 265 / 70-16 Ecopia EP850,
1581,ห-002,M-08-02-0002,PN180310001,3/12/2018,1.0,ตั้งศูนย์,
1582,ห-002,T2156016EP300,RN180307003,3/12/2018,1.0,ยางนอก BS 215/60-16 EP300,
1583,ห-002,T2156016EP300,HP180307001,3/12/2018,1.0,ยางนอก BS 215/60-16 EP300,
1584,ห-002,T2457016G015,RN180312003,3/13/2018,2.0,ยางนอก YK 245/70-16 G015,
1585,ห-002,T2156016GR100BS00,RR180310002,3/13/2018,1.0,ยางนอก BS 215/60-16 GR100,
1586,ห-002,T1122.5R156,RR180314001,3/15/2018,6.0,ยางนอก  BS  11R22.5R156,
1587,ห-002,T1122.5R156,RR180315009,3/17/2018,6.0,ยางนอก  BS  11R22.5R156,
1588,ห-002,T70516MA265,RR180315010,3/17/2018,4.0,ยางนอก MA 750/16-14 Ma265,
1588,ห-002,T75016,RR180315010,3/17/2018,4.0,ยางใน MA750-16,
1588,ห-002,T750/825-16,RR180315010,3/17/2018,4.0,ยางรอง MA 750/825-16,
1589,ห-002,T1955515MY02BS00,RN180316002,3/17/2018,1.0,ยางนอก BS 195  /55 -15 MY02,
1590,ห-002,M-08-02-0002,PN180317002,3/17/2018,1.0,ตั้งศูนย์,
1591,ห-002,T75016R156BS00,RR180317001,3/22/2018,2.0,ยางนอก BS 750R16 R156,
1591,ห-002,T75016BS,RR180317001,3/22/2018,2.0,ยางใน BS 750-16,
1591,ห-002,T65070075082516BS00,RR180317001,3/22/2018,2.0,ยางรอง BS 650/700/750/825-16,
1592,ห-002,T7001612MRBS00,RR180324001,3/26/2018,2.0,ยางนอก BS 700-16 / 12 MR,
1592,ห-002,T65070016BS00,RR180324001,3/26/2018,2.0,ยางใน BS 650/700-16,
1592,ห-002,T65070075082516BS00,RR180324001,3/26/2018,2.0,ยางรอง BS 650/700/750/825-16,
